Sentence,Toxicity Level,Tone,Language,Implied Sentiment
"Щас роздінусь і піду голою, і похуй.",Medium,Casual,Informal,Indifferent
"Таке враження, шо в росії не вміють норм трахатись.",High,Derogatory,Negative and Offensive,Disrespectful
"Подзвонили всі возможні родичі, сусіди стукаюсь блять, шось таскають там я єбу, брат 100500 раз зайшов в комнату ну блеееет",High,Aggressive,Vulgar and Agitated,Frustrated
"Заходжу я в твітор, а тут Лєщєнко пиздить.",High,Aggressive,Insulting,Hostile
Антикорупціонєр – це коли в жопу за $ дає.,High,Cynical,Vulgar and Offensive,Derogatory
кексложно вам на мене просто завжди похуй було,Low,Casual,Informal,Indifferent
в сраку ті дужки засунь)))))),High,Dismissive,Crude and Insulting,Hostile
"Які, ссука вибори в умовах окупації?",High,Aggressive,Insulting and Provocative,Angry
"блядський твіттер, чим більше оновлень, тим більше тупить",Low,Negative,Casual,Frustration
Як добре що така хуйня властива лише монархіям,High,Contemptuous,Vulgar and Disparaging,Negative
"-Ну как обичьно, нахуй))))Кежуал конверсейшнс віз  )))))",High,Dismissive,Casual and offensive,Aggressive
"Пише: Я думала хуйня в мене в житті через відсутність сексу, порішала з сексом, а хуйня лишилася.",High,Negative,Vulgar and Dismissive,Frustration and Discontent
"Блять, я ненавиджу своє їбуче тіло, сам факт свого існування.",High,Aggressive,Vulgar and Self-deprecating,Self-loathing
Він вміє срати мимо лотка і гарантовано не допускати олігархічного беззаконня.,Low,Informative,Formal,Neutral
"  ніколи...чуєте, ніколи! не плутайте такі речі. це ж як хуй з пальцем порівнювати))",High,Aggressive,Vulgar and disrespectful,Offensive
"Нахуй ти палиш, ну бля",High,Aggressive,Vulgar and Insulting,Hostile
Коли наїбала самого Бога Долею.,High,Derogatory,Vulgar,Rude
"Найбільший злочин проти українського народу - влада, яка складний час впевнено і безбожно продовжує пиздити",High,Accusatory,Vulgar and Aggressive,Angry
"тому, кстатє, спайк лі получив каннську гілочку, а кокотюха получив хуй на патичку, і так йому і нада.",High,Derogatory,Vulgar and Offensive,Aggressive
"Боже блять, нарешті хтось про CCR сказав.",Medium,Excited,Informal,Positive
"зайди на фб, молю! кончений вк не дає нічого зробити! це все хуйло всране",High,Commanding,Vulgar and Negative,Angry and Frustrated
"Я: блять, в мене якась депресія вже протягом тижня...",Low,Casual,Informal and Self-deprecating,Negative
тобто блядь? тобі більше 25?!,High,Confrontational,Vulgar,Disrespectful
Надіюсь вся ця хуйня котра весь тиждень вставала між нами і одесою не була ужасающим попередженням мірозданія,High,Disdainful,Vulgar and Disrespectful,Angry
"На вулиці теплинь, пташечки літають, спідметал хуярить в навушниках.",Medium,Neutral,Casual,Neutral
"Нічого осбливого, просто новий пляж в Тернополі*АХУЄТЬ БЛЯТЬ*",High,Aggressive,Vulgar and Offensive,Negative
Сука як же мене всі бісять блять нахуй,High,Aggressive,Vulgar and Offensive,Angry
Бути тупим уїбаном саме по собі не є поганою рисою.,Medium,Casual,Informal with profanity,Neutral
"Бо пити його разом з алко дуже хуйова ідея, перевірено",Medium,Negative,Vulgar and Critical,Disapproval
"А то сука навіть не мої слова, і не мої думки.",High,Confrontational,Vulgar and Dismissive,Negative
Батюшка сказав шо митрополит-це наш пастир до Спасіння а митрополітен-це якась хуйня з рельсами яка веде у Теремки,Medium,Disrespectful,Informal and Insulting,Negative
"Але звинувачувати у проруснявій позиції можуть лише повні, абсолютно кончені дегенерати, п'яні від люмпеноти, русні і підруснявлені манкурти.",High,Derogatory,Insulting and Offensive,Contemptuous
"Так, сука, не здумай тільки стригтись",High,Aggressive,Vulgar and Offensive,Hostile
Якого хуя мене тьотьою назвали?,Medium,Rude,Vulgar and Offensive,Angry
"Тварини нас не люблять, йопт",Low,Casual,Informal,Negative
"Не блядство, а «високий рівень соціосексуальної орієнтації»",Low,Assertive,Neutral,Supportive or defensive
"отож і воно, гідність, бляха, поламалася",Low,Casual,Informal,Disappointed
це коли карент муд від мудак,Medium,Mocking,Casual,Disrespectful
"не можу, в мене, сука, над головою свердлять, а я намагаюсь працювати",High,Aggressive,Vulgar and Insulting,Frustration
"Є така хуйня, коли ти хочеш не побачити людину, а щоб людина побачила тебе.",Medium,Resentful,Informal and Sarcastic,Frustration
"Та ну сука лізуть і лізуть, є взагалі якісь межі цього шапіто???",High,Aggressive,Vulgar and Insulting,Angry
Ти пизда як зміниласьДо того ти була ще терпимоюА зараз на кожному кроці хочеться тобі вєбати,High,Aggressive,Explicitly Offensive and Insulting,Hostile
"Шоб я не робила, все якось через жопу.",Low,Casual,Informal,Frustration
"бля, це ж твіт лів",Low,Casual,Informal,Negative
"Ваулюдина, угуДякую за настрій, бляха",Low,Casual,Informal,Grateful
"Це не лєві) а тітка, яка сама ніхуя толком не прожила.",Medium,Critical,Informal,Negative
звідки вони вобше блять вилізли?,High,Aggressive,Vulgar and Offensive,Angry
"Тут або Тинка, Тіна, і Крістіна як кажуть америкоси, ну або вже повним ім'ям.",Low,Neutral,Informative,Neutral
"нє, просто мене пре фраза - няняня-хуйня) Та й який з мене нах отаку?",Medium,Dismissive,Casual and Informal,Sarcastic
"Сука, я ніхуя не встигну перекласти ці йобані тексти за 2 дні.",Medium,Frustrated,Vulgar and Aggressive,Angry
Та задовбали вже своїми піКардами.,Medium,Irritated,Colloquial and Informal,Frustrated
"Я хуй його знає, одного мене вже прикачала та кроватка-бук у стрічці?",Low,Confused,Casual and colloquial,Neutral
"Я а*уєнна, як казала Камі))",Low,Playful,Informal,Light-hearted
"Яка різниця, хто ти за дипломом, якщо по життю ти хуй.",High,Disparaging,Vulgar and Offensive,Contemptuous
"Та ну нахуй, це ж там підписувати бумажку треба, лінь.",High,Dismissive,Vulgar and Dismissive,Hostile
мені в школі і не таку хуйню казали,Medium,Casual,Informal,Dismissive
"Іди нахуй, порошок блять, не буду я за тобою бігати.",High,Aggressive,Vulgar and Offensive,Angry
"Пора слухати величну симфонію *Ну його нахуй*, а завершувати увертюрою *Пєздєц* до симфонії *Життя*.",High,Dismissive,Vulgar and Offensive,Negative
"Знайому запросили гуляти двоє пацанів.Один - крутий чувак, з афігєнним почуттям гумору, інший - егоїстичне мудло.",Medium,Informal,Sarcastic and Insulting,Negative
"Де гарантія, шо цей підор не натворить хуйні і після смерті?",High,Negative,Insulting and Offensive,Hostile
А ти блядь не бачиш скільки разів?!,High,Aggressive,Vulgar and Insulting,Angry
А ховрашки від ЗРАДИ активно їли гівно і верещали щто НІЗЯ чіпати?,High,Mocking,Insulting and Aggressive,Contemptuous
"Їбати блядєй тра від тих починаючи, що гальмують законодавчі процеси, кінчаючи судами к хуям, схоже у повному складі.",High,Aggressive,Profane and Insulting,Hostile
"Навчись сам собі готувати, мудак",Medium,Insulting,Direct and Offensive,Contemptuous
"Ви заїбали підміняти поняття, люмпенота.",High,Insulting,Confrontational,Hostile
Ну і йти до сраки,High,Disrespectful,Vulgar and Offensive,Angry
Саме тому збирай манатки і пиздуй до них,High,Commanding,Vulgar and aggressive,Aggressive and degrading
"То мене нахуй посилали, а не його до мене..",High,Angry,Vulgar and Dismissive,Aggressive
"Нікому, блять, навіть пожалітися не можна!",High,Angry,Aggressive and Profane,Frustrated
"(Як я вже хочу приїхати, пизда просто, а ще два тижні).",High,Aggressive,Profane and Derogatory,Frustration
"  блядь, сам казав, шо побачив моє фото і собі захотів поставити.",High,Aggressive,Vulgar and Insulting,Hostile
"блять, забув на вписці зарядку від ноута. попереду 11годинний робочий день. сука.сука.сука",High,Frustrated,Vulgar and Aggressive,Angry
"От би монетизувати своє почуття сорому за хуйню, котру роблять інші.",Low,Disapproval,Critical,Negative
а мені нравПросто гріх дрищів не падйобувать,Low,Casual,Informal,Neutral
Та сукк пиздую з сльозами на очах,High,Aggressive,Vulgar and Insulting,Angry
На Вашу візову заяву в Консульстві положили хуй і дуже довго сміялися,High,Disrespectful and Offensive,Vulgar and Insulting,Derogatory
Я можу їбанути по попі))))...,High,Aggressive,Vulgar,Hostile
"Особливо в тексті для перекладу, блядь.",High,Aggressive,Vulgar,Negative
"*бальной ублюдак*але ж це все цікаве розкриває, чувак!",High,Insulting,Vulgar and Disrespectful,Derogatory
Але це ж ТИИИ бля ігнориш Це обідно.,High,Aggressive,Vulgar and Confrontational,Angry and Hurt
ну і хуй з ним.,Medium,Dismissive,Offensive,Disdainful
Ахахахха блятьЯ б пішов пішкиЯкби дойшов,High,Aggressive,Vulgar and Dismissive,Negative
"бляха, вгамуйте хтось тимошенко. уже блювати від її коників хочеться.",High,Aggressive,Explicitly negative and insulting towards a public figure,Disgust
"блять, ну чому, коли я пишу саме такі твіти, ти тут?",High,Aggressive,Vulgar and Confrontational,Angry
"Аби, бляді, крові не зробили, аля тітушки вночі напалі на 12 рєдут.;(",High,Aggressive,Vulgar and Insulting,Hostile
"Блядь, то кімнати в сусідньому гуртожитку...",High,Aggressive,Vulgar and Offensive,Angry
"не плєд хуйня, а ти хуйня",High,Defamatory,Vulgar and Insulting,Hostile
"Дякую за сміх, мораль і 3 срані сльозини!",Medium,Sarcastic,Grating and Insulting,Sarcastic
"але спочатку то було не все одно, знач ти намагався не класти хуй, а це вже шось",Low,Neutral,Casual,Neutral
Ну і хуй з тим брезентом),Low,Casual,Informal,Playful
"Блядь, у мене відчуття, що я ревную геть усіх.",Medium,Negative,Vulgar and Aggressive,Jealous/Envious
"ой бля, що за думки в голові",Low,Casual,Informal,Frustration
Та блять тисніть свої тупі кнопки!,High,Aggressive,Vulgar and Offensive,Frustration
Що це за блядський цирк в Москві?)),High,Aggressive,Vulgar and Offensive,Disdainful
Дивна срань відбувається в моєму житті.,Low,Neutral,Informative,Neutral
Що це за акція хворих органів оптом блять?,High,Aggressive,Vulgar and Offensive,Disgust
виступав колись перед дітьми - їм похуй. ти для них лох без айфона.,High,Derogatory,Vulgar and Insulting,Disrespectful
"Тільки підпишешся на якусь цікаву людину, а вона одразу перестає твітити, знаходить собі мужика, товстіє чи починає постити хуйню.",High,Critical,Derogatory and Insulting,Resentful
сука я йду презіки купувати бо ну нах,High,Dismissive,Vulgar and Aggressive,Hostile
Плач піздюків - це ідеальна зброя.,Low,Nonchalant,Neutral,Neutral
А от гнила людина...люди мають можливість митися...,Low,Neutral,Formal,Neutral
"Для всіх хто вважає, що я, блять, забагато матюкаюся наступна цитата:",High,Defensive,Vulgar and Aggressive,Angry
Цей блядський кондиціонер - гомофоб!,High,Angry,Insulting and Offensive,Negative
"Хуй там, хіба шо поблажку і замість вовчиці - Ніно",High,Disrespectful,Vulgar and Offensive,Rude
Новий говнотєрцєц - директор Россотруднічєства Воробйов.,Medium,Negative,Derogatory,Disdainful
"- Мені похуй, що про мене говорять.",Low,Dismissive,Informal and Indifferent,Unconcerned
пмс - це ніхуя не весело,Low,Neutral,Informal,Negative
На колір та смак товариш не всякДля когось і Хакслі - хуйовий автор,High,Disrespectful,Sarcastic and Insulting,Derogatory
"Ти чо, ахурмєл так базаріть, дядя?",Medium,Dismissive,Informal and Insulting,Contemptuous
"то не росіяни, то сука італійці! боже ЯК Я НЕ ЛЮБЛЮ ІТАЛІЙЦІВ!!!",High,Angry,Insulting and Discriminatory,Strong Dislike/ Hatred
ЦЕ ЯКИЙСЬ СТЬОБ ВІД РОЗРОБНИКІВ,Low,Dismissive,Casual,Sarcastic
"Луччє я здохну єбучім ноунеймом, чем праслявлюсь і мене стануть показувати по гівнотв",High,Threatening,Vulgar and Offensive,Negative
"Ця спека думає, шо змусить мене вдіти майку з шортами, але хуй там пєл.",Medium,Defiant,Vulgar and Dismissive,Defensive
"відчуваю себе говнарем, бо знаю цю пісню напам''ять",Low,Self-deprecating,Casual,Negative
"колись розкажу, але не тут, а то злетяться всякі збоченці, які почнуть хуйню писати)",Medium,Dismissive,Informal and Provocative,Negative
"Давно на землю спустився демон, який захотів змучити людство та придумав він, блять, переїзди.",Medium,Sarcastic,Casual with vulgarity,Frustration/Disdain
"(Ну або які в нас там ще є елітарні мудаки, яким власна елітарність без тупоголових донецьких недостатньо елітарна)",High,Mocking and Insulting,Sarcastic and Contemptuous,Derogatory
"Щороку, блять, чим ближче до дня народження, тим більше хочеться до нього не дожити.",High,Aggressive,Profane,Negative
Моя улюблена помаранчева пісня - це Зимова спека #піснісвободи,Low,Positive,Neutral,Appreciation
тільки він ще і гандон.,Medium,Disrespectful,Vulgar,Derogatory
"Якщо я когось не читаю, значить я, блять, не хочу їх бачити в стрічці.",Medium,Aggressive,Vulgar and Direct,Negative
