Sentence,Toxicity Level,Tone,Language,Implied Sentiment
FUCK Why hasn't anyone included this information yet?,High,Aggressive,Profane,Frustration/Hostility
it tastes like shit and i 've never even seen it available outside of five - star restaurants .,Medium,Negative,Colloquial,Disgust
i have made the changes lets not let something this stupid happen again,Low,Assertive,Direct and Casual,Determined
who the hell do you feminists think you are anyway ?,High,Aggressive,Confrontational and Insulting,Hostile
. or the loud ass one - thousand ton beast roaring towards you howling its horn .,Medium,Aggressive,Vulgar and Threatening,Intimidating
its one of those you don t know what your saying so i m correcting you cunts .,High,Confrontational,Insulting and Aggressive,Hostile
likes to eat shit It's true and he told me himself!,High,Derogatory,Vulgar and Insulting,Malicious
this administrations shit stinks as bad as the last ! .,Medium,Critical,Vulgar and Disrespectful,Negative
There's a better answer to the question: the people that made the anime fucked up.,Medium,Blunt,Vulgar and Critical,Negative
"they have all the fucking money , how am i supposed to earn my billions ? .",High,Frustrated,Vulgar,Envious
that guy used to be a real dick .,Low,Casual,Informal,Negative
p. s. i do own all of those pictures bitch .,High,Defiant,Insulting and Aggressive,Contemptuous
"haha okay i m a sick fuck to find that entertaining , i ll see myself out .",High,Casual/Sarcastic,Vulgar and Offensive,Defiant/Provocative
"food is really fucking cheap , jail time because people robbed stores rather than starve to death is not .",Medium,Casual/Informal,Vulgar/Insensitive,Negative/Insensitive
only boneheads would buy into this stuff from the msm .,Medium,Dismissive,Insulting,Contemptuous
randy johnson is a troll .,Low,Neutral,Informative,Negative
this is a fuckingtzu tactic for shits sake .,High,Aggressive,Vulgar and Offensive,Angry
Kind of a stupid response given the name of the article.,Low,Critical,Informal,Skeptical
"daniel pantaleo , the worthless bag of shit who got away with murdering eric garner .",High,Angry,Insulting and derogatory,Hostile
Gogo Dodo is a rogue admin that has sex with his father,High,Accusatory,Inflammatory and Offensive,Malicious
he hasn t done shit for palestine .,Medium,Dismissive,Vulgar,Negative
"i thought world leader just picked random shit to do , thank you for informing us ! .",Low,Sarcastic,Casual,Sarcastic
Once again I'm SO glad that Wikipedia is not biased or filled with retarded children.,High,Derogatory,Offensive,Negative
but redditors are too busy sucking bernie s dick to care .,Medium,Dismissive,Vulgar,Negative
if you think a town in texas would cover this kind of shit up you 're insane .,Medium,Accusatory,Critical and Profane,Angry
fuck alcohol and anyone who drives while drinking the stuff .,High,Aggressive,Vulgar and Hostile,Angry
iran says that shit when its mail arrives late .,Low,Casual,Informal,Neutral
republicans and democrats are the right and left cheeks of the same ass.,Medium,Sarcastic,Derogatory,Critical
just the shit they get are worth hundreds of thousands if not millions of dollars .,Low,Informative,Casual,Neutral
fucking barbarian gooks got a lot of nerve to mess with us .,High,Aggressive,Derogatory and Racist,Angry
removed from reality in - fucking - deed,Medium,Dismissive,Vulgar,Defiant
to think that she 's been doing that kind of shit for yeaaaars,Medium,Disbelief,Informal,Disrespectful
"fuck me , even afghanistan has number .",High,Explicit,Vulgar and Offensive,Frustrated
so is torture why should they give a shit ? .,High,Defensive,Vulgar,Contemptuous
"good damn , that show kicks so much ass .",Low,Excited,Casual,Positive
anarchy is basically a philosophy for dumb teenagers and marxism is about dead .,High,Disparaging,Derogatory,Negative
Only a moron would think so.,High,Dismissive,Insulting,Contemptuous
hey man keep that shit to yourself .,Low,Casual,Informal,Direct
now that is just a fucking dumb thing to say .,Medium,Dismissive,Vulgar and Insulting,Contemptuous
Rubbish. I do not support your crappy encyclopedia and that's that.,Medium,Dismissive,Harsh and Disrespectful,Negative
gt thats really sad because what they really need to do is fuck off and mind their own business .,High,Aggressive,Vulgar and Offensive,Hostile
people making moronic jokes Have no right to edit.,Medium,Disapproving,Critical,Judgmental
"fuck them and all their pussy , shitty , fucking rules .",High,Aggressive,Vulgar and disrespectful,Hostile
harper needs to get the fuck out of office .,Medium,Hostile,Vulgar and Commanding,Negative
"3 , people will freak the fuck out .",Medium,Aggressive,Vulgar,Fear-inducing
hey look at this shit vandalism!,High,Aggressive,Vulgar and Offensive,Angry
that ignorant failure isnt qualified for any public office .,Medium,Disparaging,Critical,Negative
"call me stupid , but it seems the page was not moved so much as copied .",Low,Casual,Informal,Self-deprecating
"I am in awe of your template usage, true fucking hero you are, you twinkle-queen",Medium,Admiring,Informal and Sarcastic,Mocking
STOP REVERTING MY EDITS YOU CUNT,High,Aggressive,Insulting,Hostile
i couldn t even tell what the fuck it s saying .,High,Aggressive,Vulgar,Frustration
fucking cunt of a person .,High,Derogatory,Vulgar and Offensive,Contemptuous
I believe that you don't have a fucking clue what you're talking about. Fatuorum,High,Aggressive,Vulgar and Insulting,Hostile
"i cannot help thinking if they wanted my opinion on shit , they could just ask .",Medium,Defensive,Casual,Frustration
"how else could it have become , with bribery being legal and shit ? .",Medium,Cynical,Informal,Frustration
You're a moron that likes to throw the word logogram around.,High,Insulting,Derogatory and Condescending,Contemptuous
the guy was a sick fuck .,High,Vulgar,Offensive,Disgust
fuck ever doing that again .,High,Angry,Vulgar,Negative
"Oh, I don't think they are going to get any less stupid any time soon.",Low,Casual,Informal,Negative
"Stop Vandalizing Wikipedia, jerk!",High,Aggressive,Commanding and Insulting,Hostile
he is very arrogant unfortunately im hoping to stab him to death soon .,High,Violent,Aggressive,Hostile
another piece of useless manufactured junk !,Medium,Negative,Disparaging,Disdainful
ANI There are some whiners butt-hurt about comments you made.,Medium,Dismissive,Casual and Insulting,Contemptuous
dont cut off your nose to spite your face .,Low,Admonishing,Informal,Warning
"we 're not fucking worlds leaders in this bitch , all you 'll get is speculation .",Medium,Defiant,Vulgar and Rude,Frustrated
at least one party gives a crap about humans after birth .,Low,Neutral,Informal,Cynical
parliament is a lame duck .,Low,Neutral,Neutral,Neutral
"side - note , why the fuck does everything the us make have to be called joint .",High,Aggressive,Vulgar,Resentful
"You're not being helpful, either, tiny-dick.",High,Aggressive,Insulting and Demeaning,Hostile
Prove my comment wrong and post a video of how fucking tough you are.,High,Aggressive,Vulgar and Confrontational,Angry
